pid,artist,location,label,medium,_date,object_type,current_location,description,curatorial_notes,source,order,layout,collection,thumbnail,full,manifest
obj29,,,"""The White Woman, Mary Jemison""",photo,6/14/06,photo,,"Captured by Indians, the famed Scotch-Irish Jemison lived mostly as a Seneca, bearing two children. Her burial-site statue, at Letchworth Park, NY, would reclaim her as a Christian.","Alternative Viewpoints, from Here & There...",,29,gallery_item,visual-gallery,"/img/derivatives/iiif/images/obj29/full/250,/0/default.jpg",/img/derivatives/iiif/images/obj29/full/full/0/default.jpg,/img/derivatives/iiif/obj29/manifest.json
obj3,Peter Jemison,online,Indians Have Always Paid The Price,Mixed Media on Paper,1995,composite,,Jemison's mixed-media piece brings together past and present images of the domination of Indians in the Americas. What began with Columbus and continued with Sullivan-Clinton is carried through to today. ,,,3,gallery_item,visual-gallery,"/img/derivatives/iiif/images/obj3/full/250,/0/default.jpg",/img/derivatives/iiif/images/obj3/full/full/0/default.jpg,/img/derivatives/iiif/obj3/manifest.json
obj30,,,Gen. John Sullivan with Spear,photo,6/14/06,photo,,"Though he won with superior numbers and first use of field cannons against N. American Indians, the Victor is depicted with a spear.","Alternative Viewpoints, from Here & There...",,30,gallery_item,visual-gallery,"/img/derivatives/iiif/images/obj30/full/250,/0/default.jpg",/img/derivatives/iiif/images/obj30/full/full/0/default.jpg,/img/derivatives/iiif/obj30/manifest.json
obj31,,,Not One Inch...,photo,6/14/06,photo,,"One of scores of signs posted around the Cayuga Lake region by opponents of Cayuga land claims. Since S/C, the Cayugas lost their NY lands. But the court case continues... Though he won with superior numbers and first use of field cannons against N. American Indians, the Victor is depicted with a spear.","Alternative Viewpoints, from Here & There...",,31,gallery_item,visual-gallery,"/img/derivatives/iiif/images/obj31/full/250,/0/default.jpg",/img/derivatives/iiif/images/obj31/full/full/0/default.jpg,/img/derivatives/iiif/obj31/manifest.json
obj32,,,Stamped in History,photo,6/14/06,photo,,"Issued in 1929, the 150th Anniversary stamp joined the erection of over 55 highway markers and 35 stone memorials across NY State and many in Pennsylvania.","Alternative Viewpoints, from Here & There...",,32,gallery_item,visual-gallery,"/img/derivatives/iiif/images/obj32/full/250,/0/default.jpg",/img/derivatives/iiif/images/obj32/full/full/0/default.jpg,/img/derivatives/iiif/obj32/manifest.json
obj33,,,General Sullivan's Slave House,photo,6/14/06,photo,,"Slaves quarters at the rear of Gen. Sullivan's home at Durham, New Hampshire. He, George Washington, Jeremiah Wadsworth and Philip Schuyler all held slaves.","Alternative Viewpoints, from Here & There...",,33,gallery_item,visual-gallery,"/img/derivatives/iiif/images/obj33/full/250,/0/default.jpg",/img/derivatives/iiif/images/obj33/full/full/0/default.jpg,/img/derivatives/iiif/obj33/manifest.json
obj34,,,Innovation,photo,6/14/06,photo,,"Facing Cayuga Lake is the former site of Goi-O-Gouen, the Cayuga capital. As Cols. Dear- born and Wm. Butler burned their west and east bank villages, the Cayugas hid in nearby Great Gully. They lost all their NY lands.","Alternative Viewpoints, from Here & There...",,34,gallery_item,visual-gallery,"/img/derivatives/iiif/images/obj34/full/250,/0/default.jpg",/img/derivatives/iiif/images/obj34/full/full/0/default.jpg,/img/derivatives/iiif/obj34/manifest.json
obj35,,,Big Tree Under Glass,photo,6/14/06,photo,,"The shed on the right harbors a section of the famed great oak tree (27' in diameter) who witnessed the signing away of Seneca lands at the Big Tree Conference in 1797. Swept away by a floodtide in 1857, a chunk now lies there, in Geneseo, under glass.","Alternative Viewpoints, from Here & There...",,35,gallery_item,visual-gallery,"/img/derivatives/iiif/images/obj35/full/250,/0/default.jpg",/img/derivatives/iiif/images/obj35/full/full/0/default.jpg,/img/derivatives/iiif/obj35/manifest.json
obj36,,,Rematch 1,photo,6/14/06,photo,,"In the 225th Anniversary year of Sullivan-Clinton, well-organized landholders group opposes any concessions to Cayuga land claims with scores of signs. ","Alternative Viewpoints, from Here & There...",,36,gallery_item,visual-gallery,"/img/derivatives/iiif/images/obj36/full/250,/0/default.jpg",/img/derivatives/iiif/images/obj36/full/full/0/default.jpg,/img/derivatives/iiif/obj36/manifest.json
obj37,,,"For You, the Precious",photo,6/14/06,photo,,Dutch trader shows all that glitters... New York's first big conver- sion experience adorns the base of Henry Hudson's statue in NYC.,"Alternative Viewpoints, from Here & There...",,37,gallery_item,visual-gallery,"/img/derivatives/iiif/images/obj37/full/250,/0/default.jpg",/img/derivatives/iiif/images/obj37/full/full/0/default.jpg,/img/derivatives/iiif/obj37/manifest.json
obj38,,,Rematch 2,photo,6/14/06,photo,,"Fighting for the league Championship, another Battle of Newtown. This time it's just sports, just outside the Onondaga Nation Lacrosse/Hockey Arena.","Alternative Viewpoints, from Here & There...",,38,gallery_item,visual-gallery,"/img/derivatives/iiif/images/obj38/full/250,/0/default.jpg",/img/derivatives/iiif/images/obj38/full/full/0/default.jpg,/img/derivatives/iiif/obj38/manifest.json
obj39,,,Road to Tribes Hill,photo,6/14/06,photo,,no caption,"Alternative Viewpoints, from Here & There...",,39,gallery_item,visual-gallery,"/img/derivatives/iiif/images/obj39/full/250,/0/default.jpg",/img/derivatives/iiif/images/obj39/full/full/0/default.jpg,/img/derivatives/iiif/obj39/manifest.json
obj4,Jennifer Warren,online,Three Sisters,Composite of Digital Photo Images,2004,composite,,"De-o-ha-ko, ""the foods that sustain us."" The 3 Sisters - corn, beans and squash - are the traditional heart of Iroquois survival and worldview. They were the prime targets of the Sullivan-Clinton Campaign.",,,4,gallery_item,visual-gallery,"/img/derivatives/iiif/images/obj4/full/250,/0/default.jpg",/img/derivatives/iiif/images/obj4/full/full/0/default.jpg,/img/derivatives/iiif/obj4/manifest.json
obj40,,,End of the Trail?,photo,6/14/06,photo,,"A cul-de-sac in former Iroquois country, now called Tribes Hill, New York, in the Mohawk Valley.","Alternative Viewpoints, from Here & There...",,40,gallery_item,visual-gallery,"/img/derivatives/iiif/images/obj40/full/250,/0/default.jpg",/img/derivatives/iiif/images/obj40/full/full/0/default.jpg,/img/derivatives/iiif/obj40/manifest.json
obj41,,,To The Tribe's Hill,photo,6/14/06,photo,,"What's in a name? Well, this sign points to a village named Tribes Hill, in the Mohawk Valley since 1713, on former Mohawk lands.","Alternative Viewpoints, from Here & There...",,41,gallery_item,visual-gallery,"/img/derivatives/iiif/images/obj41/full/250,/0/default.jpg",/img/derivatives/iiif/images/obj41/full/full/0/default.jpg,/img/derivatives/iiif/obj41/manifest.json
obj42,,,Drive to Tribes Hill,photo,6/14/06,photo,,no caption,"Alternative Viewpoints, from Here & There...",,42,gallery_item,visual-gallery,"/img/derivatives/iiif/images/obj42/full/250,/0/default.jpg",/img/derivatives/iiif/images/obj42/full/full/0/default.jpg,/img/derivatives/iiif/obj42/manifest.json
obj43,,,Thru Mohawk Valley,photo,6/14/06,photo,,no caption,"Alternative Viewpoints, from Here & There...",,43,gallery_item,visual-gallery,"/img/derivatives/iiif/images/obj43/full/250,/0/default.jpg",/img/derivatives/iiif/images/obj43/full/full/0/default.jpg,/img/derivatives/iiif/obj43/manifest.json
obj44,,,Iroquois Trail Rd.,photo,6/14/06,photo,,no caption,"Alternative Viewpoints, from Here & There...",,44,gallery_item,visual-gallery,"/img/derivatives/iiif/images/obj44/full/250,/0/default.jpg",/img/derivatives/iiif/images/obj44/full/full/0/default.jpg,/img/derivatives/iiif/obj44/manifest.json
obj45,,,Commander-in- chief,photo,5/26/06,photo,,"George Washington as he looked in 1779, the year he launches the Sullivan- Clinton Campaign. Painted then by Charles Willson Peale. (Courtesy of the U.S. Senate.)","Traditional and Patriotic Images, from Then & Now...",,45,gallery_item,visual-gallery,"/img/derivatives/iiif/images/obj45/full/250,/0/default.jpg",/img/derivatives/iiif/images/obj45/full/full/0/default.jpg,/img/derivatives/iiif/obj45/manifest.json
obj46,,,Cherry Valley!,photo,5/26/06,photo,,"Moment from the 225th Gala Reenactment of the 1778 Yankee defeat by English-Iroquois-Tory forces. Then termed a massacre, it became the pretext to invade what was Iroquois country.","Traditional and Patriotic Images, from Then & Now...",,46,gallery_item,visual-gallery,"/img/derivatives/iiif/images/obj46/full/250,/0/default.jpg",/img/derivatives/iiif/images/obj46/full/full/0/default.jpg,/img/derivatives/iiif/obj46/manifest.json
obj47,,,Sullivan-Clinton Road Monument,photo,5/26/06,photo,,Twenty-nine such highway markers were commissioned by New York State in 1929 (the 150th anniversary) to mark the 1779 invasion route.,"Traditional and Patriotic Images, from Then & Now...",,47,gallery_item,visual-gallery,"/img/derivatives/iiif/images/obj47/full/250,/0/default.jpg",/img/derivatives/iiif/images/obj47/full/full/0/default.jpg,/img/derivatives/iiif/obj47/manifest.json
obj48,,,Felled by Tomahawk,photo,5/26/06,photo,,"The town of Cherry Valley marks the site where Colonel Ichabod Alden, post commader, was killed in the Yankee defeat.","Traditional and Patriotic Images, from Then & Now...",,48,gallery_item,visual-gallery,"/img/derivatives/iiif/images/obj48/full/250,/0/default.jpg",/img/derivatives/iiif/images/obj48/full/full/0/default.jpg,/img/derivatives/iiif/obj48/manifest.json
obj49,,,Signing Off,photo,5/26/06,photo,,Re-enactors part ways after the 225th anniversary of the Cherry Valley Massacre.,"Traditional and Patriotic Images, from Then & Now...",,49,gallery_item,visual-gallery,"/img/derivatives/iiif/images/obj49/full/250,/0/default.jpg",/img/derivatives/iiif/images/obj49/full/full/0/default.jpg,/img/derivatives/iiif/obj49/manifest.json
obj5,Ousmane Sow,online,La riposte de Piz'i (Chief Gall),"Composite of straw, plastic, soil, and fabric bound by a proprietary weatherproof coating",1999,composite,," In the courtyard of his house, Ousmane Sow produced The Battle of Little Big Horn, a series of 35 epic pieces. These were first exhibited in Dakar in January of 1999 and later that year in an outdoor Paris exhibition on the Pont des Arts. It featured all of his series of sculptures and was seen by over 3 million visitors. In July-October of 2003, some of these LBH sculptures were shown in New York City at the Whitney Museum, as part of a major exhbition called ""The American Effect."" ",,http://www.ousmanesow.com,5,gallery_item,visual-gallery,"/img/derivatives/iiif/images/obj5/full/250,/0/default.jpg",/img/derivatives/iiif/images/obj5/full/full/0/default.jpg,/img/derivatives/iiif/obj5/manifest.json
obj50,,,Cherry Valley Massacre Monument,photo,5/26/06,photo,,"Cemetery monument to settlers killed by Indian- English-Loyalist attack of November, 1778.","Traditional and Patriotic Images, from Then & Now...",,50,gallery_item,visual-gallery,"/img/derivatives/iiif/images/obj50/full/250,/0/default.jpg",/img/derivatives/iiif/images/obj50/full/full/0/default.jpg,/img/derivatives/iiif/obj50/manifest.json
obj51,,,Gen. John Sullivan,photo,5/26/06,photo,,Co-commander of the Campaign. He filed its Offical Report to Congress. Then became New Hampshire's first US Governor.,"Traditional and Patriotic Images, from Then & Now...",,51,gallery_item,visual-gallery,"/img/derivatives/iiif/images/obj51/full/250,/0/default.jpg",/img/derivatives/iiif/images/obj51/full/full/0/default.jpg,/img/derivatives/iiif/obj51/manifest.json
obj52,,,Forever Set in Stone,photo,5/26/06,photo,,"Several of the 29 NYS road markers carry site- specific information on their back sides. This one, in Aurora, notes the destruction of the Cayuga capital.","Traditional and Patriotic Images, from Then & Now...",,52,gallery_item,visual-gallery,"/img/derivatives/iiif/images/obj52/full/250,/0/default.jpg",/img/derivatives/iiif/images/obj52/full/full/0/default.jpg,/img/derivatives/iiif/obj52/manifest.json
obj53,,,Gen. James Clinton,photo,5/26/06,photo,,"The co-Commander of the Campaign, brother of NY rebel governor George Clinton, and father of NY State Gov. DeWitt Clinton.","Traditional and Patriotic Images, from Then & Now...",,53,gallery_item,visual-gallery,"/img/derivatives/iiif/images/obj53/full/250,/0/default.jpg",/img/derivatives/iiif/images/obj53/full/full/0/default.jpg,/img/derivatives/iiif/obj53/manifest.json
obj54,,,Lecture at the Smithsonian Museum of the American Indian,photo,3/25/06,photo,,no caption,Lecture-Presentation with G. Peter Jemison (Seneca),,54,gallery_item,visual-gallery,"/img/derivatives/iiif/images/obj54/full/250,/0/default.jpg",/img/derivatives/iiif/images/obj54/full/full/0/default.jpg,/img/derivatives/iiif/obj54/manifest.json
obj55,,,Lecture at the Smithsonian Museum of the American Indian,photo,3/25/06,photo,,no caption,Lecture-Presentation with G. Peter Jemison (Seneca),,55,gallery_item,visual-gallery,"/img/derivatives/iiif/images/obj55/full/250,/0/default.jpg",/img/derivatives/iiif/images/obj55/full/full/0/default.jpg,/img/derivatives/iiif/obj55/manifest.json
obj56,,,Lecture at the Smithsonian Museum of the American Indian,photo,3/25/06,photo,,no caption,Lecture-Presentation with G. Peter Jemison (Seneca),,56,gallery_item,visual-gallery,"/img/derivatives/iiif/images/obj56/full/250,/0/default.jpg",/img/derivatives/iiif/images/obj56/full/full/0/default.jpg,/img/derivatives/iiif/obj56/manifest.json
obj57,,,Lecture at the Smithsonian Museum of the American Indian,photo,3/25/06,photo,,no caption,Lecture-Presentation with G. Peter Jemison (Seneca),,57,gallery_item,visual-gallery,"/img/derivatives/iiif/images/obj57/full/250,/0/default.jpg",/img/derivatives/iiif/images/obj57/full/full/0/default.jpg,/img/derivatives/iiif/obj57/manifest.json
obj58,,,Lecture at the Smithsonian Museum of the American Indian,photo,3/25/06,photo,,no caption,Lecture-Presentation with G. Peter Jemison (Seneca),,58,gallery_item,visual-gallery,"/img/derivatives/iiif/images/obj58/full/250,/0/default.jpg",/img/derivatives/iiif/images/obj58/full/full/0/default.jpg,/img/derivatives/iiif/obj58/manifest.json
obj59,,,Lecture at the Smithsonian Museum of the American Indian,photo,3/25/06,photo,,no caption,Lecture-Presentation with G. Peter Jemison (Seneca),,59,gallery_item,visual-gallery,"/img/derivatives/iiif/images/obj59/full/250,/0/default.jpg",/img/derivatives/iiif/images/obj59/full/full/0/default.jpg,/img/derivatives/iiif/obj59/manifest.json
obj6,Ousmane Sow,online,Indien depouillant un soldat mort,"Composite of straw, plastic, soil, and fabric bound by a proprietary weatherproof coating",1999,composite,," In the courtyard of his house, Ousmane Sow produced The Battle of Little Big Horn, a series of 35 epic pieces. These were first exhibited in Dakar in January of 1999 and later that year in an outdoor Paris exhibition on the Pont des Arts. It featured all of his series of sculptures and was seen by over 3 million visitors. In July-October of 2003, some of these LBH sculptures were shown in New York City at the Whitney Museum, as part of a major exhbition called ""The American Effect."" ",,http://www.ousmanesow.com,6,gallery_item,visual-gallery,"/img/derivatives/iiif/images/obj6/full/250,/0/default.jpg",/img/derivatives/iiif/images/obj6/full/full/0/default.jpg,/img/derivatives/iiif/obj6/manifest.json
obj60,,,Lecture at the Smithsonian Museum of the American Indian,photo,3/25/06,photo,,no caption,Lecture-Presentation with G. Peter Jemison (Seneca),,60,gallery_item,visual-gallery,"/img/derivatives/iiif/images/obj60/full/250,/0/default.jpg",/img/derivatives/iiif/images/obj60/full/full/0/default.jpg,/img/derivatives/iiif/obj60/manifest.json
obj61,,,Lecture at the Smithsonian Museum of the American Indian,photo,3/25/06,photo,,no caption,Lecture-Presentation with G. Peter Jemison (Seneca),,61,gallery_item,visual-gallery,"/img/derivatives/iiif/images/obj61/full/250,/0/default.jpg",/img/derivatives/iiif/images/obj61/full/full/0/default.jpg,/img/derivatives/iiif/obj61/manifest.json
obj62,,,Lecture at the Smithsonian Museum of the American Indian,photo,3/25/06,photo,,no caption,Lecture-Presentation with G. Peter Jemison (Seneca),,62,gallery_item,visual-gallery,"/img/derivatives/iiif/images/obj62/full/250,/0/default.jpg",/img/derivatives/iiif/images/obj62/full/full/0/default.jpg,/img/derivatives/iiif/obj62/manifest.json
obj63,,,Jemison 02,photo,3/25/06,photo,,no caption,Lecture-Presentation with G. Peter Jemison (Seneca),,63,gallery_item,visual-gallery,,,
obj64,,,Sign Language,photo,5/7/06,photo,,Passersby know little to nothing of this fateful junction's continuing impact on New York's indigenous peoples.,Traces from New York & Other Metropolises...,,64,gallery_item,visual-gallery,"/img/derivatives/iiif/images/obj64/full/250,/0/default.jpg",/img/derivatives/iiif/images/obj64/full/full/0/default.jpg,/img/derivatives/iiif/obj64/manifest.json
obj65,,,Sullivan St. NYC,photo,5/7/06,photo,,"Named for General John Sullivan, the street starts at Washington Square Park, where this Sullivan/ Clinton cor- ner resides, hidden in plain sight.",Traces from New York & Other Metropolises...,,65,gallery_item,visual-gallery,"/img/derivatives/iiif/images/obj65/full/250,/0/default.jpg",/img/derivatives/iiif/images/obj65/full/full/0/default.jpg,/img/derivatives/iiif/obj65/manifest.json
obj66,,,Melting Point,photo,5/7/06,photo,,Washington and Sulli- van blazed the way toward the Erie Canal which made Manhattan rich. The city fuses their names at Greenwich Village's famed Wash- ington Square Park.,Traces from New York & Other Metropolises...,,66,gallery_item,visual-gallery,"/img/derivatives/iiif/images/obj66/full/250,/0/default.jpg",/img/derivatives/iiif/images/obj66/full/full/0/default.jpg,/img/derivatives/iiif/obj66/manifest.json
obj67,,,End of the Trail?,photo,5/7/06,photo,,"Replica of James Earle Fraser's once famous sculpture, End of the Trail, modeled in 1894, commissioned in 1915. (Courtesy Clint Fisher)",Traces from New York & Other Metropolises...,,67,gallery_item,visual-gallery,"/img/derivatives/iiif/images/obj67/full/250,/0/default.jpg",/img/derivatives/iiif/images/obj67/full/full/0/default.jpg,/img/derivatives/iiif/obj67/manifest.json
obj68,,,Equus,photo,5/7/06,photo,,"""A horse, a horse, my kingdom for..."" Free Indian life ended on the Southern Plains in 1874 when the Army killed their horses.",Traces from New York & Other Metropolises...,,68,gallery_item,visual-gallery,"/img/derivatives/iiif/images/obj68/full/250,/0/default.jpg",/img/derivatives/iiif/images/obj68/full/full/0/default.jpg,/img/derivatives/iiif/obj68/manifest.json
obj69,,,Once A Warrior,photo,5/7/06,photo,,"Fraser's End of the Trail statue was first modeled in 1894, within four years after the Wounded Knee Massacre of Ghost Dancers.",Traces from New York & Other Metropolises...,,69,gallery_item,visual-gallery,"/img/derivatives/iiif/images/obj69/full/250,/0/default.jpg",/img/derivatives/iiif/images/obj69/full/full/0/default.jpg,/img/derivatives/iiif/obj69/manifest.json
obj7,Ousmane Sow,online, La riposte de Piz'i (Chief Gall),"Composite of straw, plastic, soil, and fabric bound by a proprietary weatherproof coating",1999,composite,,"In the courtyard of his house, Ousmane Sow produced The Battle of Little Big Horn, a series of 35 epic pieces. These were first exhibited in Dakar in January of 1999 and later that year in an outdoor Paris exhibition on the Pont des Arts. It featured all of his series of sculptures and was seen by over 3 million visitors. In July-October of 2003, some of these LBH sculptures were shown in New York City at the Whitney Museum, as part of a major exhbition called ""The American Effect."" ",,http://www.ousmanesow.com,7,gallery_item,visual-gallery,"/img/derivatives/iiif/images/obj7/full/250,/0/default.jpg",/img/derivatives/iiif/images/obj7/full/full/0/default.jpg,/img/derivatives/iiif/obj7/manifest.json
obj70,,,Not At Liberty,photo,5/7/06,photo,,Two national treasures in the dustbin of history.,Traces from New York & Other Metropolises...,,70,gallery_item,visual-gallery,"/img/derivatives/iiif/images/obj70/full/250,/0/default.jpg",/img/derivatives/iiif/images/obj70/full/full/0/default.jpg,/img/derivatives/iiif/obj70/manifest.json
obj71,,,Equestrian Moment,photo,5/7/06,photo,,Lord of its domain. This in the storage area between the Brooklyn Museum and Botanical Gardens.,Traces from New York & Other Metropolises...,,71,gallery_item,visual-gallery,"/img/derivatives/iiif/images/obj71/full/250,/0/default.jpg",/img/derivatives/iiif/images/obj71/full/full/0/default.jpg,/img/derivatives/iiif/obj71/manifest.json
obj72,,,Stilled Life,photo,5/7/06,photo,,"Shards in the storage area between the Brooklyn Museum and Botanical Gardens (Spring, 2004)",Traces from New York & Other Metropolises...,,72,gallery_item,visual-gallery,"/img/derivatives/iiif/images/obj72/full/250,/0/default.jpg",/img/derivatives/iiif/images/obj72/full/full/0/default.jpg,/img/derivatives/iiif/obj72/manifest.json
obj73,,,Western Doorstep,photo,5/27/06,photo,,"The Genesee flows thru today' Letchworth State Park, ""The Grand Canyon of the East,"" at the Western Door -- where the Scottish-born, Seneca-reared Mary Jemison lived, after S/C and the Winter of 1779. (Photo by Bill Hecht)","Haudenosaunee Images, Yesterday & Today...",,73,gallery_item,visual-gallery,"/img/derivatives/iiif/images/obj73/full/250,/0/default.jpg",/img/derivatives/iiif/images/obj73/full/full/0/default.jpg,/img/derivatives/iiif/obj73/manifest.json
obj74,Wm. Drennan,,Survivors,photo,1914,photo,"Library of Congress Prints and Photographs Division Washington, D.C. 20540 USA","The Haudenosaunee people during another winter (1914). Some are Senecas from the Cattaraugus reservation. Several may be from a touring company. The worst winter was 1779, when hundreds of refugees perished outside Ft. Niagara in Sullivan/ Clinton's wake. (Copyright, Wm. A. Drennan, Buffalo.)","Haudenosaunee Images, Yesterday & Today...",https://lccn.loc.gov/2007661908,74,gallery_item,visual-gallery,"/img/derivatives/iiif/images/obj74/full/250,/0/default.jpg",/img/derivatives/iiif/images/obj74/full/full/0/default.jpg,/img/derivatives/iiif/obj74/manifest.json
obj75,,,At Wyalusing,photo,5/27/06,photo,,"""Warrior's Path"" of Haudenosaunee trade, diplomacy and war linking NY and PA to VA and the Carolinas. Viewed from 500 ft. above the Susquehanna River, along Sullivan's route. (Kenn Anderson/ Canterbury Tours)","Haudenosaunee Images, Yesterday & Today...",,75,gallery_item,visual-gallery,"/img/derivatives/iiif/images/obj75/full/250,/0/default.jpg",/img/derivatives/iiif/images/obj75/full/full/0/default.jpg,/img/derivatives/iiif/obj75/manifest.json
obj76,,,Cornplanter,photo,5/27/06,photo,,"Portrait of the great Seneca Chief by Fred. Bartoli, 1796. The original hangs behind the same glass with portraits of Red Jacket and Washington, as part of the Henry Luce III Collection at the New York Historical Society.","Haudenosaunee Images, Yesterday & Today...",,76,gallery_item,visual-gallery,"/img/derivatives/iiif/images/obj76/full/250,/0/default.jpg",/img/derivatives/iiif/images/obj76/full/full/0/default.jpg,/img/derivatives/iiif/obj76/manifest.json
obj77,,,At The Unveiling,photo,5/27/06,photo,,"It's September 22, 1929, during Sullivan/Clin- ton's 150th Anniver- sary: Cayuga people with Chief Wilbur Shango tend a council fire at the official un- furling of a NYS road monument near Goi- O-Gouen, former Cayu- ga capital, above Auro- ra. Click 2 X: 1 X to expand, then again.","Haudenosaunee Images, Yesterday & Today...",,77,gallery_item,visual-gallery,"/img/derivatives/iiif/images/obj77/full/250,/0/default.jpg",/img/derivatives/iiif/images/obj77/full/full/0/default.jpg,/img/derivatives/iiif/obj77/manifest.json
obj78,,,Red Jacket,photo,5/27/06,photo,,1820 portrait of the Seneca orator by J.L.D. Mathies. Freedom Medal denotes his accommo- dation to Yankee rule. He ended as a bulwark for Indian traditions vs. missionary incursions.,"Haudenosaunee Images, Yesterday & Today...",,78,gallery_item,visual-gallery,"/img/derivatives/iiif/images/obj78/full/250,/0/default.jpg",/img/derivatives/iiif/images/obj78/full/full/0/default.jpg,/img/derivatives/iiif/obj78/manifest.json
obj79,,,Growing Corn,photo,5/27/06,photo,,"The ""Three Sisters"" - corn, squash and beans - are at the heart of Haudenosaunee survi- val and worldview. Their destruction was an objective of Sullivan/ Clinton. While this 1508 village is Secotan, both peoples had advanced agrarian know-how. S/C officers' journals gush with surprise, before burning such towns.","Haudenosaunee Images, Yesterday & Today...",,79,gallery_item,visual-gallery,"/img/derivatives/iiif/images/obj79/full/250,/0/default.jpg",/img/derivatives/iiif/images/obj79/full/full/0/default.jpg,/img/derivatives/iiif/obj79/manifest.json
obj8,Ousmane Sow,online,Tazsunke Witko (Crazy Horse) est assailli,"Composite of straw, plastic, soil, and fabric bound by a proprietary weatherproof coating",1999,composite,," In the courtyard of his house, Ousmane Sow produced The Battle of Little Big Horn, a series of 35 epic pieces. These were first exhibited in Dakar in January of 1999 and later that year in an outdoor Paris exhibition on the Pont des Arts. It featured all of his series of sculptures and was seen by over 3 million visitors. In July-October of 2003, some of these LBH sculptures were shown in New York City at the Whitney Museum, as part of a major exhbition called ""The American Effect."" ",,http://www.ousmanesow.com,8,gallery_item,visual-gallery,"/img/derivatives/iiif/images/obj8/full/250,/0/default.jpg",/img/derivatives/iiif/images/obj8/full/full/0/default.jpg,/img/derivatives/iiif/obj8/manifest.json
obj80,,,The Haudenosaunee!,photo,5/27/06,photo,,Announcing the endur- ing presence and courage of the Haudeno- saunee people & Iroquois Confederacy today.,"Haudenosaunee Images, Yesterday & Today...",,80,gallery_item,visual-gallery,"/img/derivatives/iiif/images/obj80/full/250,/0/default.jpg",/img/derivatives/iiif/images/obj80/full/full/0/default.jpg,/img/derivatives/iiif/obj80/manifest.json
obj81,,,Tioga (Turning) Point,photo,5/27/06,photo,,"Where the Susquehanna and Chemung R's meet, this once Indian village of Teoga and neighbor -ing Queen Esther's Town (the ""Southern Door""), were burned in revenge by the Hartley Expedition (1778). It was the meeting place of Sullivan & Clinton's armies & launch pad against Iroquoia.","Haudenosaunee Images, Yesterday & Today...",,81,gallery_item,visual-gallery,"/img/derivatives/iiif/images/obj81/full/250,/0/default.jpg",/img/derivatives/iiif/images/obj81/full/full/0/default.jpg,/img/derivatives/iiif/obj81/manifest.json
obj82,,,The Western Door,photo,6/11/06,photo,,"The Western Door Iroquoia's western door, where the Genesee River snakes on through what ranked atop North America's most fertile regions. It was Seneca country for hundreds of years, until September 1779 and the treaties that uprooted them. (Photo by B. Hecht)","Traditionally, the Haudenosaunee decide on actions taken today by their impact in seven generations. Humanity's survival depends on our embrace of their values...",,82,gallery_item,visual-gallery,"/img/derivatives/iiif/images/obj82/full/250,/0/default.jpg",/img/derivatives/iiif/images/obj82/full/full/0/default.jpg,/img/derivatives/iiif/obj82/manifest.json
obj83,,,The Three Sisters,photo,6/11/06,photo,,"Traditional Haudeno- saunee life is a spiritual bonding with mother earth. The 3 - corn, beans and squash - are central to physical and spiritual survival. They were targeted and burn- ed by the Sullivan/ Clinton Campaign.","Traditionally, the Haudenosaunee decide on actions taken today by their impact in seven generations. Humanity's survival depends on our embrace of their values...",,83,gallery_item,visual-gallery,"/img/derivatives/iiif/images/obj83/full/250,/0/default.jpg",/img/derivatives/iiif/images/obj83/full/full/0/default.jpg,/img/derivatives/iiif/obj83/manifest.json
obj84,,,The Warrior's Path,photo,6/11/06,photo,,"The Warrior's Path Sullivan's March looked upon the Susquehanna River, today among America's most toxic. It had been an Indian path of commerce, war and diplomacy. Its continu- ed cleanup would renew it as a path to wellness.","Traditionally, the Haudenosaunee decide on actions taken today by their impact in seven generations. Humanity's survival depends on our embrace of their values...",,84,gallery_item,visual-gallery,"/img/derivatives/iiif/images/obj84/full/250,/0/default.jpg",/img/derivatives/iiif/images/obj84/full/full/0/default.jpg,/img/derivatives/iiif/obj84/manifest.json
obj85,,,Rt. 17 Corn Field,photo,6/11/06,photo,,"NY's Southern Tier, formerly Iroquoia, is dotted with ample corn fields, echoing those reduced to scorched earth by Sullivan/ Clinton.","Traditionally, the Haudenosaunee decide on actions taken today by their impact in seven generations. Humanity's survival depends on our embrace of their values...",,85,gallery_item,visual-gallery,"/img/derivatives/iiif/images/obj85/full/250,/0/default.jpg",/img/derivatives/iiif/images/obj85/full/full/0/default.jpg,/img/derivatives/iiif/obj85/manifest.json
obj86,,,Longhouse,photo,6/11/06,photo,,"The Haudenosaunee are ""people making a long- house."" Spanning NY, Mohawks kept its Eas- tern Door, Onondagas kept (and keep) its cen- tral fire, and Senecas kept its Western Door. This stands at Ganonda- gan State Historic Site, Victor, NY.","Traditionally, the Haudenosaunee decide on actions taken today by their impact in seven generations. Humanity's survival depends on our embrace of their values...",,86,gallery_item,visual-gallery,"/img/derivatives/iiif/images/obj86/full/250,/0/default.jpg",/img/derivatives/iiif/images/obj86/full/full/0/default.jpg,/img/derivatives/iiif/obj86/manifest.json
